Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Skills,Performance_Score,Layoff_Risk,Skill_Count,Experience_Age_Ratio,Employee_Risk_Score,Employee_Risk_Level
Masters,2015,New Delhi,2,26,Female,No,4,0,"aws,docker,kubernetes",4,0,3,0.15384615384615385,0.45284636901789777,Low
Bachelors,2016,New Delhi,3,27,Male,No,5,0,"cybersecurity,networking",4,0,2,0.18518518518518517,0.0505369661861632,Low
Bachelors,2014,Bangalore,3,24,Female,No,2,0,"machine learning,python",3,0,2,0.08333333333333333,0.14290267889119385,Low
Masters,2017,Pune,3,24,Female,No,2,0,"ci/cd,devops,linux",3,0,3,0.08333333333333333,0.4537728151955778,Low
Bachelors,2014,Pune,3,25,Female,No,3,1,"data engineering,spark",5,1,2,0.12,0.913213172352979,High
Bachelors,2015,Pune,3,27,Female,No,5,1,"data analysis,python,sql",5,1,3,0.18518518518518517,0.9120681155629107,High
Bachelors,2017,New Delhi,2,28,Male,No,0,0,"java,microservices,spring boot",5,0,3,0.0,0.09985160055955088,Low
Bachelors,2017,New Delhi,3,25,Female,No,3,0,"javascript,react,ui/ux",4,0,3,0.12,0.07220180735980185,Low
Bachelors,2012,Pune,3,24,Male,No,2,1,"aws,docker,kubernetes",5,1,3,0.08333333333333333,0.23856536936389805,Low
Masters,2016,New Delhi,3,25,Male,No,3,1,"cybersecurity,networking",2,1,2,0.12,0.7307114732756418,High
Bachelors,2015,Pune,2,26,Female,No,4,1,"machine learning,python",1,1,2,0.15384615384615385,0.9447132342683412,High
Masters,2014,New Delhi,3,27,Male,No,5,0,"ci/cd,devops,linux",4,0,3,0.18518518518518517,0.40760277492991237,Low
Bachelors,2015,Bangalore,3,24,Female,No,2,1,"data engineering,spark",5,1,2,0.08333333333333333,0.5162879513484802,Low
Bachelors,2014,New Delhi,3,25,Male,No,3,0,"data analysis,python,sql",3,0,3,0.12,0.10639258496337811,Low
Bachelors,2017,Bangalore,3,24,Male,No,2,0,"java,microservices,spring boot",5,0,3,0.08333333333333333,0.08305716725459647,Low
Bachelors,2017,New Delhi,3,24,Female,No,2,1,"javascript,react,ui/ux",5,1,3,0.08333333333333333,0.31461032463197464,Low
Bachelors,2012,Bangalore,3,28,Male,No,1,0,"aws,docker,kubernetes",4,0,3,0.03571428571428571,0.13848573100846842,Low
Bachelors,2014,Bangalore,1,26,Male,No,4,0,"cybersecurity,networking",4,0,2,0.15384615384615385,0.13825236150265696,Low
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,"machine learning,python",4,0,2,0.10714285714285714,0.07328348909030521,Low
Bachelors,2015,Pune,1,25,Female,No,3,1,"ci/cd,devops,linux",5,1,3,0.12,0.9444131160078513,High
Bachelors,2015,Pune,2,24,Female,Yes,2,1,"data engineering,spark",1,1,2,0.08333333333333333,0.9449023327648269,High
Bachelors,2017,Pune,2,26,Male,No,4,0,"data analysis,python,sql",2,0,3,0.15384615384615385,0.06522874709247951,Low
Bachelors,2015,Bangalore,3,28,Male,No,0,0,"java,microservices,spring boot",4,0,3,0.0,0.09196237037560287,Low
Bachelors,2016,Bangalore,3,28,Male,No,2,0,"javascript,react,ui/ux",5,0,3,0.07142857142857142,0.21072309978922732,Low
Bachelors,2013,Pune,3,28,Female,Yes,3,1,"aws,docker,kubernetes",2,1,3,0.10714285714285714,0.8514430579185033,High
Bachelors,2017,Bangalore,3,27,Male,No,5,0,"cybersecurity,networking",5,0,2,0.18518518518518517,0.08124235722075601,Low
Masters,2015,New Delhi,3,25,Male,No,3,0,"machine learning,python",2,0,2,0.12,0.4415238722431253,Low
Bachelors,2012,New Delhi,3,28,Female,No,4,0,"ci/cd,devops,linux",4,0,3,0.14285714285714285,0.07372193123763568,Low
Bachelors,2012,Bangalore,3,26,Male,No,4,0,"data engineering,spark",5,0,2,0.15384615384615385,0.054458485648544205,Low
Bachelors,2012,Bangalore,3,25,Male,No,3,0,"data analysis,python,sql",2,0,3,0.12,0.17966389364629343,Low
Masters,2017,New Delhi,3,25,Male,No,3,1,"java,microservices,spring boot",3,1,3,0.12,0.7674735147156563,High
Bachelors,2017,Bangalore,3,25,Male,No,3,0,"javascript,react,ui/ux",3,0,3,0.12,0.13543486457346066,Low
Bachelors,2012,Bangalore,3,26,Female,No,4,0,"aws,docker,kubernetes",1,0,3,0.15384615384615385,0.09462618342984283,Low
Bachelors,2017,Bangalore,3,26,Female,No,4,0,"cybersecurity,networking",4,0,2,0.15384615384615385,0.07126627801423117,Low
Masters,2017,New Delhi,2,25,Male,Yes,3,1,"machine learning,python",1,1,2,0.12,0.9060738331529734,High
Bachelors,2015,Bangalore,3,25,Male,No,3,0,"ci/cd,devops,linux",3,0,3,0.12,0.2088538685420802,Low
Bachelors,2013,Bangalore,3,26,Female,No,4,0,"data engineering,spark",5,0,2,0.15384615384615385,0.11118340733415888,Low
Bachelors,2017,Pune,3,25,Female,No,3,1,"data analysis,python,sql",5,1,3,0.12,0.8995704795647702,High
Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,"java,microservices,spring boot",2,0,3,0.07142857142857142,0.08721710970983695,Low
Bachelors,2016,Bangalore,3,27,Female,No,5,0,"javascript,react,ui/ux",1,0,3,0.18518518518518517,0.14232886090408284,Low
Bachelors,2018,Bangalore,3,25,Male,No,3,1,"aws,docker,kubernetes",5,1,3,0.12,0.9362947762522662,High
Bachelors,2012,Bangalore,3,27,Female,Yes,5,0,"cybersecurity,networking",4,0,2,0.18518518518518517,0.21331839813597586,Low
Bachelors,2017,New Delhi,3,27,Female,No,5,0,"machine learning,python",4,0,2,0.18518518518518517,0.12929681046416563,Low
Bachelors,2016,Bangalore,2,25,Male,No,3,1,"ci/cd,devops,linux",4,1,3,0.12,0.5945381664122502,Medium
Bachelors,2016,Bangalore,3,28,Female,No,4,0,"data engineering,spark",3,0,2,0.14285714285714285,0.14054925042474345,Low
Bachelors,2017,New Delhi,2,27,Male,No,5,0,"data analysis,python,sql",2,0,3,0.18518518518518517,0.05074173778609066,Low
Bachelors,2016,Bangalore,3,24,Female,No,2,0,"java,microservices,spring boot",2,0,3,0.08333333333333333,0.15199027156558378,Low
Bachelors,2013,Bangalore,3,25,Male,No,3,0,"javascript,react,ui/ux",3,0,3,0.12,0.1485048141109731,Low
Bachelors,2017,New Delhi,2,25,Female,No,3,0,"aws,docker,kubernetes",5,0,3,0.12,0.28941007814483516,Low
Bachelors,2015,Pune,3,24,Male,No,2,0,"cybersecurity,networking",3,0,2,0.08333333333333333,0.05365796952473627,Low
Bachelors,2012,New Delhi,3,25,Female,No,3,0,"machine learning,python",1,0,2,0.12,0.14029333475432132,Low
PHD,2017,New Delhi,3,27,Female,No,5,0,"ci/cd,devops,linux",5,0,3,0.18518518518518517,0.1334340209066353,Low
Bachelors,2014,Bangalore,3,25,Female,No,3,1,"data engineering,spark",4,1,2,0.12,0.4850868620158283,Low
Masters,2017,Bangalore,3,28,Male,No,2,0,"data analysis,python,sql",4,0,3,0.07142857142857142,0.38791599609318733,Low
Bachelors,2016,Pune,3,25,Male,No,3,0,"java,microservices,spring boot",3,0,3,0.12,0.061448314073818545,Low
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,"javascript,react,ui/ux",4,0,3,0.12,0.11570309671924825,Low
Bachelors,2012,New Delhi,3,27,Male,No,5,0,"aws,docker,kubernetes",3,0,3,0.18518518518518517,0.06101700145631017,Low
Bachelors,2012,Pune,3,25,Female,No,3,1,"cybersecurity,networking",5,1,2,0.12,0.8798749390534424,High
Masters,2015,New Delhi,3,27,Female,No,5,0,"machine learning,python",1,0,2,0.18518518518518517,0.3542543419785949,Low
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"ci/cd,devops,linux",2,0,3,0.08333333333333333,0.05420890811427811,Low
Bachelors,2015,Pune,2,27,Female,No,5,1,"data engineering,spark",5,1,2,0.18518518518518517,0.9424489538764907,High
Bachelors,2014,Bangalore,3,25,Male,No,3,1,"data analysis,python,sql",4,1,3,0.12,0.41469382105463676,Low
Bachelors,2015,Bangalore,3,25,Male,No,3,0,"java,microservices,spring boot",3,0,3,0.12,0.23432886093447292,Low
Bachelors,2018,New Delhi,3,26,Female,No,4,1,"javascript,react,ui/ux",4,1,3,0.15384615384615385,0.9049533032585438,High
Bachelors,2017,Pune,2,26,Female,No,4,1,"aws,docker,kubernetes",2,1,3,0.15384615384615385,0.9419164337185262,High
Bachelors,2014,Pune,2,24,Female,No,2,1,"cybersecurity,networking",4,1,2,0.08333333333333333,0.9459015867256355,High
Bachelors,2013,Bangalore,3,27,Male,No,5,0,"machine learning,python",1,0,2,0.18518518518518517,0.32894553363867807,Low
Bachelors,2017,New Delhi,2,27,Male,No,5,0,"ci/cd,devops,linux",2,0,3,0.18518518518518517,0.04797709807302569,Low
PHD,2012,New Delhi,3,28,Female,No,1,0,"data engineering,spark",5,0,2,0.03571428571428571,0.13017531706171448,Low
Masters,2012,New Delhi,3,26,Female,No,4,1,"data analysis,python,sql",3,1,3,0.15384615384615385,0.7684078909796219,High
Bachelors,2014,Bangalore,3,27,Male,No,5,0,"java,microservices,spring boot",2,0,3,0.18518518518518517,0.10000674275277768,Low
Bachelors,2013,Bangalore,3,28,Female,No,0,1,"javascript,react,ui/ux",4,1,3,0.0,0.4974803895088522,Low
Bachelors,2014,Pune,3,26,Male,No,4,0,"aws,docker,kubernetes",5,0,3,0.15384615384615385,0.05065400689732715,Low
Bachelors,2016,Pune,2,24,Female,No,2,1,"cybersecurity,networking",2,1,2,0.08333333333333333,0.9450768952895103,High
Bachelors,2015,Bangalore,1,24,Female,No,2,1,"machine learning,python",2,1,2,0.08333333333333333,0.6055364522241569,Medium
Bachelors,2012,Bangalore,3,26,Female,No,4,0,"ci/cd,devops,linux",1,0,3,0.15384615384615385,0.08053217680951623,Low
Masters,2014,Pune,3,27,Male,No,5,0,"data engineering,spark",2,0,2,0.18518518518518517,0.5053593446910639,Low
Masters,2017,New Delhi,2,27,Male,No,5,1,"data analysis,python,sql",5,1,3,0.18518518518518517,0.6454374192143154,High
Masters,2017,New Delhi,1,25,Female,No,3,0,"java,microservices,spring boot",4,0,3,0.12,0.44961290725653064,Low
Masters,2012,Pune,3,28,Male,No,0,1,"javascript,react,ui/ux",3,1,3,0.0,0.6700714118561308,High
Masters,2012,New Delhi,3,28,Male,No,2,1,"aws,docker,kubernetes",3,1,3,0.07142857142857142,0.5277703310335353,Low
Masters,2013,New Delhi,2,24,Male,No,2,1,"cybersecurity,networking",5,1,2,0.08333333333333333,0.855697728658048,High
Bachelors,2015,Pune,3,25,Female,No,3,1,"machine learning,python",3,1,2,0.12,0.9177653387506789,High
Masters,2017,New Delhi,3,28,Male,No,5,0,"ci/cd,devops,linux",3,0,3,0.17857142857142858,0.40924666380387154,Low
Bachelors,2013,Bangalore,3,24,Male,No,2,0,"data engineering,spark",3,0,2,0.08333333333333333,0.11812095405026865,Low
Masters,2015,Bangalore,3,28,Male,No,1,1,"data analysis,python,sql",3,1,3,0.03571428571428571,0.7524556848212984,High
Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,"java,microservices,spring boot",2,1,3,0.18518518518518517,0.9150897358905059,High
Bachelors,2015,Bangalore,3,24,Male,No,2,1,"javascript,react,ui/ux",3,1,3,0.08333333333333333,0.37034831088977505,Low
Bachelors,2014,Pune,3,26,Male,No,4,0,"aws,docker,kubernetes",2,0,3,0.15384615384615385,0.047066072617309246,Low
Bachelors,2013,New Delhi,3,25,Female,No,3,0,"cybersecurity,networking",2,0,2,0.12,0.10727921614694988,Low
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"machine learning,python",4,0,2,0.15384615384615385,0.04698522220611808,Low
Bachelors,2018,New Delhi,3,28,Female,No,0,1,"ci/cd,devops,linux",4,1,3,0.0,0.9103179152478234,High
Bachelors,2013,Bangalore,3,25,Female,No,3,0,"data engineering,spark",1,0,2,0.12,0.15446494207310857,Low
PHD,2012,Pune,3,27,Male,No,5,0,"data analysis,python,sql",2,0,3,0.18518518518518517,0.0809961719342371,Low
Bachelors,2013,Bangalore,3,24,Male,No,2,0,"java,microservices,spring boot",1,0,3,0.08333333333333333,0.16056294932674922,Low
Bachelors,2013,Bangalore,3,28,Female,No,3,0,"javascript,react,ui/ux",1,0,3,0.10714285714285714,0.12324004526201437,Low
Bachelors,2015,Pune,3,24,Male,No,2,0,"aws,docker,kubernetes",5,0,3,0.08333333333333333,0.10952933539301046,Low
Bachelors,2013,Pune,3,27,Male,No,5,0,"cybersecurity,networking",5,0,2,0.18518518518518517,0.0536507661622345,Low
Bachelors,2012,New Delhi,3,27,Male,No,5,0,"machine learning,python",1,0,2,0.18518518518518517,0.0707554381335367,Low
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,"ci/cd,devops,linux",3,1,3,0.15384615384615385,0.9228907269781473,High
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"data engineering,spark",2,0,2,0.15384615384615385,0.04781509930183646,Low
Bachelors,2015,Pune,2,24,Female,No,2,1,"data analysis,python,sql",4,1,3,0.08333333333333333,0.9437325970079063,High
Bachelors,2016,Bangalore,3,24,Male,No,2,0,"java,microservices,spring boot",3,0,3,0.08333333333333333,0.07977778426251543,Low
PHD,2018,Bangalore,3,27,Female,No,5,1,"javascript,react,ui/ux",5,1,3,0.18518518518518517,0.9020606186497007,High
Bachelors,2015,Bangalore,3,26,Male,No,4,0,"aws,docker,kubernetes",4,0,3,0.15384615384615385,0.07283659061721898,Low
Bachelors,2015,New Delhi,1,26,Female,No,4,1,"cybersecurity,networking",3,1,2,0.15384615384615385,0.7192145633523757,High
Bachelors,2015,Pune,2,24,Female,No,2,1,"machine learning,python",1,1,2,0.08333333333333333,0.940853432825891,High
Bachelors,2013,Pune,3,27,Male,No,5,0,"ci/cd,devops,linux",5,0,3,0.18518518518518517,0.0668860986919515,Low
PHD,2016,New Delhi,3,24,Female,No,2,0,"data engineering,spark",1,0,2,0.08333333333333333,0.09015736440628257,Low
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"data analysis,python,sql",2,0,3,0.15384615384615385,0.08051606924523022,Low
Bachelors,2015,Bangalore,3,28,Male,No,5,0,"java,microservices,spring boot",4,0,3,0.17857142857142858,0.06581204117599848,Low
Bachelors,2015,Bangalore,3,26,Female,No,4,0,"javascript,react,ui/ux",3,0,3,0.15384615384615385,0.08211964952845678,Low
Bachelors,2016,Bangalore,3,27,Female,No,5,0,"aws,docker,kubernetes",4,0,3,0.18518518518518517,0.33372603950384777,Low
Bachelors,2017,Pune,3,25,Female,No,3,1,"cybersecurity,networking",3,1,2,0.12,0.8887977979374785,High
Masters,2017,New Delhi,2,26,Male,No,4,1,"machine learning,python",2,1,2,0.15384615384615385,0.5636671349609695,Medium
Bachelors,2012,Bangalore,3,27,Male,No,5,0,"ci/cd,devops,linux",4,0,3,0.18518518518518517,0.13683222760077568,Low
Bachelors,2014,Bangalore,3,26,Female,No,4,1,"data engineering,spark",3,1,2,0.15384615384615385,0.4142606800432326,Low
Bachelors,2015,Pune,2,25,Female,No,3,1,"data analysis,python,sql",1,1,3,0.12,0.9447843757697963,High
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"java,microservices,spring boot",5,0,3,0.15384615384615385,0.059429226151934675,Low
Bachelors,2017,Pune,2,28,Male,No,1,1,"javascript,react,ui/ux",1,1,3,0.03571428571428571,0.5324553414155739,Low
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"aws,docker,kubernetes",2,0,3,0.12,0.07927310520460366,Low
Bachelors,2013,Bangalore,3,27,Male,No,5,0,"cybersecurity,networking",4,0,2,0.18518518518518517,0.16887958912325318,Low
PHD,2013,Bangalore,3,26,Male,No,4,0,"machine learning,python",2,0,2,0.15384615384615385,0.08061390899776708,Low
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,"ci/cd,devops,linux",5,1,3,0.12,0.3896633416168359,Low
Bachelors,2017,Bangalore,1,28,Female,No,3,0,"data engineering,spark",2,0,2,0.10714285714285714,0.25627490863094243,Low
Bachelors,2014,Bangalore,3,26,Male,No,4,0,"data analysis,python,sql",3,0,3,0.15384615384615385,0.4626111080197555,Low
Bachelors,2015,New Delhi,3,27,Male,No,5,0,"java,microservices,spring boot",3,0,3,0.18518518518518517,0.05415769738490659,Low
Masters,2013,Pune,2,28,Male,No,2,1,"javascript,react,ui/ux",2,1,3,0.07142857142857142,0.5664406439115028,Medium
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,"aws,docker,kubernetes",1,1,3,0.12,0.4177542556725049,Low
Masters,2017,New Delhi,2,26,Male,No,4,0,"cybersecurity,networking",2,0,2,0.15384615384615385,0.6129168373038991,Medium
Masters,2016,New Delhi,3,25,Male,No,3,0,"machine learning,python",2,0,2,0.12,0.48467721029218624,Low
Bachelors,2017,Bangalore,3,28,Female,Yes,5,0,"ci/cd,devops,linux",5,0,3,0.17857142857142858,0.13746806108286916,Low
Masters,2017,New Delhi,2,28,Female,No,2,0,"data engineering,spark",2,0,2,0.07142857142857142,0.11498103694025001,Low
Bachelors,2012,Bangalore,1,27,Male,No,5,1,"data analysis,python,sql",4,1,3,0.18518518518518517,0.39872326474151953,Low
Bachelors,2018,Bangalore,3,27,Male,No,5,1,"java,microservices,spring boot",4,1,3,0.18518518518518517,0.9291695993153546,High
Bachelors,2016,Bangalore,3,24,Female,No,2,0,"javascript,react,ui/ux",3,0,3,0.08333333333333333,0.15761665921139514,Low
Bachelors,2017,Pune,3,26,Male,No,4,0,"aws,docker,kubernetes",3,0,3,0.15384615384615385,0.05422703438119671,Low
Bachelors,2017,New Delhi,3,25,Female,No,3,0,"cybersecurity,networking",2,0,2,0.12,0.06150179478996835,Low
Bachelors,2015,Pune,3,28,Female,Yes,5,1,"machine learning,python",5,1,2,0.17857142857142858,0.8805171216922595,High
Bachelors,2015,Bangalore,3,26,Male,No,4,1,"ci/cd,devops,linux",2,1,3,0.15384615384615385,0.21735382887244853,Low
Masters,2015,Pune,2,26,Female,Yes,4,1,"data engineering,spark",2,1,2,0.15384615384615385,0.8197402571594583,High
Masters,2015,Pune,3,25,Male,No,3,1,"data analysis,python,sql",2,1,3,0.12,0.7116407806108582,High
Bachelors,2016,Pune,3,27,Female,No,5,1,"java,microservices,spring boot",4,1,3,0.18518518518518517,0.8845280407453957,High
Bachelors,2013,Bangalore,3,25,Male,No,3,0,"javascript,react,ui/ux",2,0,3,0.12,0.09166304542639661,Low
Bachelors,2018,Pune,3,26,Male,Yes,4,1,"aws,docker,kubernetes",3,1,3,0.15384615384615385,0.9122729537110927,High
Bachelors,2014,Bangalore,3,27,Female,No,5,0,"cybersecurity,networking",3,0,2,0.18518518518518517,0.09163346148487808,Low
Bachelors,2017,Bangalore,1,25,Male,No,3,0,"machine learning,python",3,0,2,0.12,0.0817956822414702,Low
Bachelors,2015,New Delhi,3,26,Male,No,4,0,"ci/cd,devops,linux",1,0,3,0.15384615384615385,0.0563207878825472,Low
Bachelors,2015,Pune,3,24,Female,No,2,1,"data engineering,spark",4,1,2,0.08333333333333333,0.9153944117961281,High
Bachelors,2015,Bangalore,3,28,Male,No,2,0,"data analysis,python,sql",5,0,3,0.07142857142857142,0.1311161124195246,Low
Bachelors,2014,Pune,2,26,Female,No,4,1,"java,microservices,spring boot",3,1,3,0.15384615384615385,0.9443575314327839,High
Bachelors,2017,Bangalore,3,27,Male,No,5,1,"javascript,react,ui/ux",4,1,3,0.18518518518518517,0.1267667766407881,Low
Bachelors,2014,Bangalore,3,26,Male,No,4,0,"aws,docker,kubernetes",1,0,3,0.15384615384615385,0.08742633351678321,Low
Bachelors,2018,New Delhi,3,28,Female,No,5,1,"cybersecurity,networking",4,1,2,0.17857142857142858,0.911746639840947,High
Bachelors,2015,Bangalore,3,28,Male,No,0,1,"machine learning,python",3,1,2,0.0,0.4030198224642742,Low
Bachelors,2016,New Delhi,3,28,Female,No,3,0,"ci/cd,devops,linux",2,0,3,0.10714285714285714,0.05783891245282785,Low
Bachelors,2017,Bangalore,3,25,Male,No,3,0,"data engineering,spark",3,0,2,0.12,0.13873660012306538,Low
Bachelors,2015,Pune,3,24,Female,No,2,1,"data analysis,python,sql",3,1,3,0.08333333333333333,0.8638656435660895,High
Masters,2018,New Delhi,3,28,Male,No,2,1,"java,microservices,spring boot",4,1,3,0.07142857142857142,0.9253325294976171,High
Bachelors,2015,Bangalore,3,27,Female,No,5,0,"javascript,react,ui/ux",2,0,3,0.18518518518518517,0.0830518023743429,Low
Bachelors,2017,Bangalore,3,24,Male,No,2,1,"aws,docker,kubernetes",3,1,3,0.08333333333333333,0.3471314715608653,Low
Bachelors,2017,New Delhi,2,28,Female,No,0,0,"cybersecurity,networking",5,0,2,0.0,0.1473012845914883,Low
Bachelors,2015,Bangalore,3,25,Male,No,3,0,"machine learning,python",4,0,2,0.12,0.0722086765894697,Low
Bachelors,2012,Bangalore,3,28,Male,No,2,0,"ci/cd,devops,linux",4,0,3,0.07142857142857142,0.14628846808113788,Low
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"data engineering,spark",5,0,2,0.15384615384615385,0.05086543073441563,Low
Bachelors,2016,Bangalore,1,24,Male,No,2,0,"data analysis,python,sql",5,0,3,0.08333333333333333,0.11573324680054413,Low
Bachelors,2016,Pune,3,27,Male,No,5,0,"java,microservices,spring boot",5,0,3,0.18518518518518517,0.06965916114336065,Low
Bachelors,2013,Pune,3,24,Male,No,2,0,"javascript,react,ui/ux",4,0,3,0.08333333333333333,0.07030719113315129,Low
Masters,2017,Pune,2,26,Female,No,4,1,"aws,docker,kubernetes",2,1,3,0.15384615384615385,0.6582134523098911,High
Bachelors,2017,New Delhi,3,26,Male,No,4,0,"cybersecurity,networking",1,0,2,0.15384615384615385,0.0532264063046449,Low
Bachelors,2018,Pune,3,25,Female,No,3,1,"machine learning,python",2,1,2,0.12,0.9360397385628246,High
Bachelors,2018,Bangalore,3,24,Male,No,2,1,"ci/cd,devops,linux",2,1,3,0.08333333333333333,0.9389632683700221,High
Bachelors,2015,Pune,3,24,Male,Yes,2,0,"data engineering,spark",4,0,2,0.08333333333333333,0.10780328168263649,Low
Bachelors,2013,Bangalore,3,24,Female,No,2,1,"data analysis,python,sql",2,1,3,0.08333333333333333,0.4737277527509648,Low
Bachelors,2013,Pune,2,28,Male,Yes,0,1,"java,microservices,spring boot",4,1,3,0.0,0.6663408846991841,High
Bachelors,2018,Bangalore,3,24,Male,No,2,1,"javascript,react,ui/ux",4,1,3,0.08333333333333333,0.9370703391953006,High
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"aws,docker,kubernetes",2,0,3,0.08333333333333333,0.06161463961087475,Low
Bachelors,2016,Bangalore,3,28,Female,No,5,0,"cybersecurity,networking",3,0,2,0.17857142857142858,0.07003854395622823,Low
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"machine learning,python",2,0,2,0.12,0.10835895349086459,Low
Bachelors,2014,Bangalore,3,26,Female,No,4,0,"ci/cd,devops,linux",5,0,3,0.15384615384615385,0.07413389940633605,Low
Masters,2017,Bangalore,2,28,Male,No,2,0,"data engineering,spark",5,0,2,0.07142857142857142,0.1486044828697724,Low
Bachelors,2012,Bangalore,3,27,Male,No,5,0,"data analysis,python,sql",1,0,3,0.18518518518518517,0.291838190470621,Low
Bachelors,2016,Bangalore,3,27,Female,No,5,0,"java,microservices,spring boot",5,0,3,0.18518518518518517,0.0720732767953822,Low
Masters,2018,Bangalore,3,28,Male,No,2,1,"javascript,react,ui/ux",4,1,3,0.07142857142857142,0.9309086189789191,High
Bachelors,2017,Bangalore,3,24,Male,No,2,0,"aws,docker,kubernetes",2,0,3,0.08333333333333333,0.13961117155326463,Low
Bachelors,2012,Pune,3,24,Male,No,2,0,"cybersecurity,networking",1,0,2,0.08333333333333333,0.06843500318039426,Low
Bachelors,2016,New Delhi,3,28,Male,No,0,0,"machine learning,python",5,0,2,0.0,0.11299075002130014,Low
Bachelors,2012,Bangalore,3,27,Male,No,5,0,"ci/cd,devops,linux",5,0,3,0.18518518518518517,0.20359794427772876,Low
Bachelors,2014,Bangalore,3,27,Male,No,5,0,"data engineering,spark",4,0,2,0.18518518518518517,0.27104299120031344,Low
Bachelors,2017,Bangalore,3,24,Male,No,2,1,"data analysis,python,sql",3,1,3,0.08333333333333333,0.4826281372365367,Low
Bachelors,2012,Bangalore,1,27,Male,No,5,0,"java,microservices,spring boot",1,0,3,0.18518518518518517,0.1928644528406655,Low
Bachelors,2017,Bangalore,3,28,Female,No,5,0,"javascript,react,ui/ux",5,0,3,0.17857142857142858,0.11876240279603793,Low
Bachelors,2014,Pune,3,25,Male,No,3,0,"aws,docker,kubernetes",5,0,3,0.12,0.06866583425392314,Low
Bachelors,2015,Pune,3,25,Male,No,3,0,"cybersecurity,networking",4,0,2,0.12,0.061547677786732445,Low
Bachelors,2017,Pune,2,28,Male,No,0,1,"machine learning,python",1,1,2,0.0,0.5284619122226782,Low
Bachelors,2015,Pune,2,26,Female,No,4,1,"ci/cd,devops,linux",3,1,3,0.15384615384615385,0.9451536236187856,High
Bachelors,2015,Pune,2,27,Female,No,5,1,"data engineering,spark",5,1,2,0.18518518518518517,0.9424489538764907,High
Bachelors,2015,Pune,3,26,Female,No,4,1,"data analysis,python,sql",1,1,3,0.15384615384615385,0.9122812999381145,High
Bachelors,2015,Bangalore,2,28,Female,No,3,1,"java,microservices,spring boot",1,1,3,0.10714285714285714,0.8287854846303464,High
Bachelors,2012,Pune,3,25,Male,No,3,0,"javascript,react,ui/ux",4,0,3,0.12,0.06073982123956105,Low
Bachelors,2013,Bangalore,3,25,Male,Yes,3,1,"aws,docker,kubernetes",2,1,3,0.12,0.3621408842267543,Low
Bachelors,2016,New Delhi,3,26,Male,No,4,0,"cybersecurity,networking",3,0,2,0.15384615384615385,0.04476986771953265,Low
PHD,2018,New Delhi,3,24,Female,No,2,1,"machine learning,python",5,1,2,0.08333333333333333,0.8952911258597128,High
Bachelors,2014,Bangalore,3,27,Female,No,5,0,"ci/cd,devops,linux",2,0,3,0.18518518518518517,0.12547584297785322,Low
Masters,2017,New Delhi,2,26,Male,Yes,4,1,"data engineering,spark",3,1,2,0.15384615384615385,0.918495253801041,High
Bachelors,2015,Pune,2,27,Female,No,5,1,"data analysis,python,sql",1,1,3,0.18518518518518517,0.9440871334703322,High
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"java,microservices,spring boot",4,0,3,0.08333333333333333,0.06268271388181786,Low
Masters,2017,Pune,2,25,Female,No,3,0,"javascript,react,ui/ux",3,0,3,0.12,0.6297458827998911,High
Bachelors,2017,New Delhi,3,28,Female,No,2,0,"aws,docker,kubernetes",1,0,3,0.07142857142857142,0.07970204238014696,Low
Bachelors,2014,Bangalore,3,27,Male,Yes,5,0,"cybersecurity,networking",4,0,2,0.18518518518518517,0.08193254219553359,Low
Bachelors,2012,Bangalore,3,24,Male,No,2,0,"machine learning,python",4,0,2,0.08333333333333333,0.14154949152884036,Low
Bachelors,2018,Pune,3,24,Male,No,2,1,"ci/cd,devops,linux",4,1,3,0.08333333333333333,0.9030220278209538,High
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,"data engineering,spark",1,1,2,0.18518518518518517,0.6278728098581862,High
Bachelors,2015,New Delhi,3,28,Female,No,3,0,"data analysis,python,sql",2,0,3,0.10714285714285714,0.059253896340445464,Low
Bachelors,2015,Pune,3,27,Female,No,5,1,"java,microservices,spring boot",5,1,3,0.18518518518518517,0.8976514165545557,High
Bachelors,2015,Bangalore,3,28,Male,No,5,0,"javascript,react,ui/ux",3,0,3,0.17857142857142858,0.0746367328384551,Low
