Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Skills,Performance_Score
Bachelors,2015,Bangalore,3,26,Male,No,4,0,"Data Engineering, Spark",4
Bachelors,2017,Pune,3,24,Male,No,2,0,"Python, SQL, Data Analysis",4
PHD,2016,Bangalore,3,27,Male,No,5,0,"Java, Spring Boot, Microservices",2
Bachelors,2018,Bangalore,3,24,Male,No,2,1,"React, JavaScript, UI/UX",3
Bachelors,2014,Pune,3,25,Male,No,3,0,"AWS, Docker, Kubernetes",3
Bachelors,2012,Bangalore,3,26,Male,No,4,0,"Cybersecurity, Networking",2
Bachelors,2017,Bangalore,3,28,Male,No,3,0,"Machine Learning, Python",4
Bachelors,2014,Pune,3,25,Male,No,3,0,"DevOps, CI/CD, Linux",2
Masters,2018,New Delhi,3,25,Female,No,3,1,"Data Engineering, Spark",2
Bachelors,2013,Pune,2,25,Female,No,3,1,"Python, SQL, Data Analysis",4
PHD,2013,New Delhi,3,26,Male,No,4,0,"Java, Spring Boot, Microservices",3
Bachelors,2015,New Delhi,3,28,Female,No,3,0,"React, JavaScript, UI/UX",1
Bachelors,2017,Bangalore,3,24,Male,No,2,0,"AWS, Docker, Kubernetes",3
Masters,2018,New Delhi,1,26,Female,No,4,1,"Cybersecurity, Networking",5
Bachelors,2013,Pune,2,24,Female,No,2,1,"Machine Learning, Python",1
Bachelors,2018,Bangalore,3,24,Male,No,2,1,"DevOps, CI/CD, Linux",4
PHD,2016,Pune,1,25,Female,No,3,1,"Data Engineering, Spark",4
Bachelors,2014,Pune,3,26,Male,No,4,1,"Python, SQL, Data Analysis",1
Masters,2015,Pune,1,27,Female,No,5,0,"Java, Spring Boot, Microservices",4
Bachelors,2013,Pune,3,28,Female,No,2,1,"React, JavaScript, UI/UX",3
Bachelors,2016,Bangalore,1,27,Female,No,5,0,"AWS, Docker, Kubernetes",4
Bachelors,2014,New Delhi,3,24,Male,No,2,0,"Cybersecurity, Networking",3
Bachelors,2016,Bangalore,3,26,Male,Yes,4,0,"Machine Learning, Python",5
Bachelors,2015,Pune,3,25,Female,No,3,1,"DevOps, CI/CD, Linux",2
Bachelors,2013,Bangalore,3,24,Male,No,2,0,"Data Engineering, Spark",3
Bachelors,2015,Bangalore,3,25,Female,No,3,0,"Python, SQL, Data Analysis",3
Bachelors,2015,Bangalore,3,26,Male,No,4,0,"Java, Spring Boot, Microservices",5
Bachelors,2016,Bangalore,3,26,Male,No,4,0,"React, JavaScript, UI/UX",4
Bachelors,2013,Pune,3,26,Male,No,4,0,"AWS, Docker, Kubernetes",1
Masters,2016,Bangalore,3,26,Female,No,4,1,"Cybersecurity, Networking",4
Bachelors,2018,Bangalore,3,27,Female,No,5,1,"Machine Learning, Python",1
Bachelors,2017,Bangalore,3,24,Female,No,2,0,"DevOps, CI/CD, Linux",3
Bachelors,2014,New Delhi,3,24,Female,No,2,0,"Data Engineering, Spark",4
Bachelors,2013,Pune,3,26,Male,Yes,4,0,"Python, SQL, Data Analysis",5
Bachelors,2014,Bangalore,3,26,Male,No,4,0,"Java, Spring Boot, Microservices",3
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"React, JavaScript, UI/UX",2
Bachelors,2012,Bangalore,3,26,Male,No,4,0,"AWS, Docker, Kubernetes",4
Bachelors,2014,Pune,2,26,Female,No,4,1,"Cybersecurity, Networking",3
Bachelors,2016,New Delhi,3,28,Female,No,5,0,"Machine Learning, Python",2
Bachelors,2015,Bangalore,3,28,Male,No,5,0,"DevOps, CI/CD, Linux",5
Bachelors,2012,Pune,2,26,Female,No,4,1,"Data Engineering, Spark",4
Bachelors,2013,New Delhi,3,26,Female,No,4,0,"Python, SQL, Data Analysis",3
Bachelors,2013,Pune,3,24,Male,No,2,0,"Java, Spring Boot, Microservices",4
Masters,2017,New Delhi,3,28,Female,No,3,0,"React, JavaScript, UI/UX",3
Bachelors,2012,New Delhi,3,27,Female,No,5,0,"AWS, Docker, Kubernetes",4
Bachelors,2017,Bangalore,3,25,Male,No,3,0,"Cybersecurity, Networking",4
Bachelors,2012,New Delhi,3,24,Female,No,2,1,"Machine Learning, Python",2
Masters,2015,Pune,1,24,Male,No,2,0,"DevOps, CI/CD, Linux",5
Masters,2013,New Delhi,3,27,Male,No,5,1,"Data Engineering, Spark",3
Bachelors,2017,New Delhi,3,24,Female,No,2,1,"Python, SQL, Data Analysis",1
Bachelors,2014,Bangalore,3,28,Male,No,1,1,"Java, Spring Boot, Microservices",1
Bachelors,2015,Bangalore,3,28,Female,No,1,0,"React, JavaScript, UI/UX",2
Masters,2013,New Delhi,3,27,Male,No,5,0,"AWS, Docker, Kubernetes",5
Bachelors,2014,Bangalore,3,26,Male,No,4,0,"Cybersecurity, Networking",2
Bachelors,2017,Bangalore,3,25,Male,No,3,0,"Machine Learning, Python",1
Masters,2015,New Delhi,3,24,Male,No,2,1,"DevOps, CI/CD, Linux",1
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"Data Engineering, Spark",5
Bachelors,2014,Bangalore,3,25,Female,No,3,0,"Python, SQL, Data Analysis",2
Bachelors,2017,Bangalore,1,24,Male,No,2,0,"Java, Spring Boot, Microservices",3
Bachelors,2014,New Delhi,3,27,Female,No,5,1,"React, JavaScript, UI/UX",2
Bachelors,2013,Bangalore,3,27,Female,No,5,0,"AWS, Docker, Kubernetes",2
Bachelors,2012,Bangalore,3,28,Female,No,2,0,"Cybersecurity, Networking",5
Bachelors,2015,Bangalore,3,27,Male,No,5,0,"Machine Learning, Python",5
Bachelors,2012,Bangalore,3,26,Male,No,4,0,"DevOps, CI/CD, Linux",2
Bachelors,2013,Pune,1,27,Female,No,5,1,"Data Engineering, Spark",5
Bachelors,2014,New Delhi,3,27,Female,Yes,5,0,"Python, SQL, Data Analysis",4
Bachelors,2014,Bangalore,3,28,Male,No,4,0,"Java, Spring Boot, Microservices",4
Bachelors,2014,Bangalore,3,27,Male,No,5,1,"React, JavaScript, UI/UX",2
Bachelors,2014,Bangalore,3,28,Female,No,1,0,"AWS, Docker, Kubernetes",4
Masters,2018,New Delhi,3,25,Female,No,3,1,"Cybersecurity, Networking",1
Bachelors,2017,Bangalore,3,27,Male,No,5,0,"Machine Learning, Python",1
Bachelors,2015,Bangalore,3,24,Male,Yes,2,1,"DevOps, CI/CD, Linux",5
Masters,2017,Pune,2,25,Female,No,3,1,"Data Engineering, Spark",1
Bachelors,2017,New Delhi,2,27,Female,No,5,0,"Python, SQL, Data Analysis",3
Bachelors,2016,Bangalore,3,28,Male,No,3,1,"Java, Spring Boot, Microservices",1
Bachelors,2015,Pune,2,25,Female,Yes,3,1,"React, JavaScript, UI/UX",3
Masters,2017,New Delhi,3,24,Male,No,2,0,"AWS, Docker, Kubernetes",1
Bachelors,2015,Bangalore,3,28,Male,No,4,0,"Cybersecurity, Networking",5
Masters,2014,Pune,3,26,Male,No,4,1,"Machine Learning, Python",4
Bachelors,2013,Pune,3,26,Male,No,4,0,"DevOps, CI/CD, Linux",4
Bachelors,2016,Bangalore,3,26,Male,No,4,0,"Data Engineering, Spark",1
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"Python, SQL, Data Analysis",2
Masters,2013,New Delhi,1,24,Female,No,2,1,"Java, Spring Boot, Microservices",4
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"React, JavaScript, UI/UX",2
Bachelors,2018,Bangalore,3,27,Male,No,5,1,"AWS, Docker, Kubernetes",2
Bachelors,2013,Bangalore,3,28,Male,No,1,0,"Cybersecurity, Networking",1
Bachelors,2016,Pune,2,28,Female,No,4,1,"Machine Learning, Python",2
Bachelors,2012,Bangalore,3,28,Male,No,1,0,"DevOps, CI/CD, Linux",3
Bachelors,2017,New Delhi,3,25,Female,No,3,0,"Data Engineering, Spark",2
Bachelors,2018,Bangalore,3,25,Male,Yes,3,1,"Python, SQL, Data Analysis",3
Bachelors,2012,Pune,1,27,Female,No,5,1,"Java, Spring Boot, Microservices",1
Masters,2017,New Delhi,3,24,Male,No,2,0,"React, JavaScript, UI/UX",2
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"AWS, Docker, Kubernetes",3
Bachelors,2014,Pune,3,26,Male,No,4,0,"Cybersecurity, Networking",5
Bachelors,2013,Bangalore,3,25,Female,No,3,1,"Machine Learning, Python",3
Bachelors,2017,Bangalore,3,28,Male,No,2,0,"DevOps, CI/CD, Linux",2
Bachelors,2015,Pune,3,25,Female,No,3,1,"Data Engineering, Spark",1
Bachelors,2017,Bangalore,3,24,Male,No,2,0,"Python, SQL, Data Analysis",4
Bachelors,2018,Bangalore,3,24,Male,Yes,2,1,"Java, Spring Boot, Microservices",4
Bachelors,2016,Bangalore,3,28,Male,Yes,4,0,"React, JavaScript, UI/UX",1
Bachelors,2014,Bangalore,3,26,Female,No,4,0,"AWS, Docker, Kubernetes",5
Bachelors,2017,Bangalore,3,28,Male,No,1,0,"Cybersecurity, Networking",3
Bachelors,2012,Bangalore,3,27,Male,No,5,0,"Machine Learning, Python",4
Bachelors,2016,New Delhi,3,26,Male,No,4,0,"DevOps, CI/CD, Linux",3
Bachelors,2014,Bangalore,3,27,Female,No,5,0,"Data Engineering, Spark",5
Bachelors,2014,Bangalore,3,27,Female,Yes,5,1,"Python, SQL, Data Analysis",4
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"Java, Spring Boot, Microservices",3
PHD,2015,New Delhi,2,24,Female,No,2,0,"React, JavaScript, UI/UX",4
Bachelors,2018,Bangalore,3,26,Male,No,4,1,"AWS, Docker, Kubernetes",1
Bachelors,2017,New Delhi,2,24,Female,No,2,0,"Cybersecurity, Networking",4
PHD,2015,Pune,1,25,Female,No,3,1,"Machine Learning, Python",3
Bachelors,2017,New Delhi,3,24,Male,No,2,0,"DevOps, CI/CD, Linux",3
Bachelors,2013,Bangalore,3,25,Female,No,3,0,"Data Engineering, Spark",5
Bachelors,2014,Bangalore,3,24,Male,Yes,2,0,"Python, SQL, Data Analysis",4
Masters,2018,New Delhi,3,26,Male,Yes,4,1,"Java, Spring Boot, Microservices",3
Bachelors,2015,Bangalore,2,25,Female,No,3,1,"React, JavaScript, UI/UX",2
Bachelors,2012,Bangalore,3,25,Male,No,3,0,"AWS, Docker, Kubernetes",1
Masters,2012,New Delhi,3,28,Male,Yes,2,0,"Cybersecurity, Networking",1
Bachelors,2015,Bangalore,3,24,Female,No,2,0,"Machine Learning, Python",1
Bachelors,2012,Bangalore,3,24,Male,No,2,0,"DevOps, CI/CD, Linux",4
PHD,2018,New Delhi,3,27,Female,No,5,1,"Data Engineering, Spark",4
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"Python, SQL, Data Analysis",4
Bachelors,2012,Bangalore,3,25,Male,No,3,0,"Java, Spring Boot, Microservices",1
Bachelors,2012,Bangalore,3,28,Male,No,5,0,"React, JavaScript, UI/UX",4
Bachelors,2017,New Delhi,2,26,Female,No,4,0,"AWS, Docker, Kubernetes",1
Bachelors,2013,Bangalore,3,25,Male,No,3,0,"Cybersecurity, Networking",3
Masters,2018,Pune,3,24,Male,No,2,1,"Machine Learning, Python",1
Bachelors,2016,Bangalore,3,26,Male,No,4,0,"DevOps, CI/CD, Linux",3
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"Data Engineering, Spark",2
Bachelors,2016,New Delhi,3,28,Female,No,2,0,"Python, SQL, Data Analysis",3
Masters,2017,New Delhi,2,27,Male,Yes,5,1,"Java, Spring Boot, Microservices",2
Bachelors,2018,Pune,2,27,Female,No,5,1,"React, JavaScript, UI/UX",5
Masters,2014,New Delhi,3,28,Female,No,4,0,"AWS, Docker, Kubernetes",4
Masters,2017,New Delhi,3,25,Female,No,3,0,"Cybersecurity, Networking",3
Masters,2017,Bangalore,3,26,Female,No,4,0,"Machine Learning, Python",4
Bachelors,2015,Pune,2,27,Female,No,5,1,"DevOps, CI/CD, Linux",2
Bachelors,2013,New Delhi,3,27,Female,No,5,0,"Data Engineering, Spark",2
Masters,2017,New Delhi,1,26,Female,No,4,0,"Python, SQL, Data Analysis",2
Bachelors,2013,New Delhi,3,27,Female,No,5,0,"Java, Spring Boot, Microservices",4
Bachelors,2012,New Delhi,3,28,Male,No,3,0,"React, JavaScript, UI/UX",1
Masters,2017,Pune,2,27,Male,No,5,1,"AWS, Docker, Kubernetes",4
Bachelors,2017,New Delhi,3,26,Female,No,4,0,"Cybersecurity, Networking",5
Bachelors,2013,Bangalore,3,28,Female,No,4,1,"Machine Learning, Python",5
Masters,2012,New Delhi,3,27,Male,Yes,5,1,"DevOps, CI/CD, Linux",4
Bachelors,2017,Pune,2,24,Male,No,2,0,"Data Engineering, Spark",5
Masters,2017,New Delhi,3,25,Female,No,3,1,"Python, SQL, Data Analysis",2
Bachelors,2018,Bangalore,3,25,Female,Yes,3,1,"Java, Spring Boot, Microservices",1
Bachelors,2016,Bangalore,3,28,Male,Yes,4,0,"React, JavaScript, UI/UX",5
Masters,2017,New Delhi,3,28,Male,No,2,0,"AWS, Docker, Kubernetes",4
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"Cybersecurity, Networking",2
Bachelors,2016,Bangalore,3,26,Male,Yes,4,0,"Machine Learning, Python",1
Bachelors,2014,Pune,3,24,Female,No,2,1,"DevOps, CI/CD, Linux",2
Bachelors,2013,Pune,3,26,Male,No,4,0,"Data Engineering, Spark",3
Bachelors,2012,Bangalore,3,27,Male,No,5,0,"Python, SQL, Data Analysis",3
Bachelors,2018,Bangalore,3,24,Male,No,2,1,"Java, Spring Boot, Microservices",1
Bachelors,2017,Bangalore,1,26,Female,No,4,0,"React, JavaScript, UI/UX",3
Bachelors,2015,Bangalore,3,28,Female,No,3,0,"AWS, Docker, Kubernetes",2
Bachelors,2013,Bangalore,3,28,Male,No,3,1,"Cybersecurity, Networking",3
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,"Machine Learning, Python",5
Bachelors,2013,Bangalore,3,26,Female,No,4,0,"DevOps, CI/CD, Linux",5
Masters,2013,New Delhi,2,27,Female,No,5,1,"Data Engineering, Spark",3
Bachelors,2016,New Delhi,3,24,Female,No,2,0,"Python, SQL, Data Analysis",4
Bachelors,2015,Pune,2,28,Female,No,2,1,"Java, Spring Boot, Microservices",3
Bachelors,2015,New Delhi,2,25,Female,No,3,1,"React, JavaScript, UI/UX",1
Bachelors,2014,Pune,3,24,Male,No,2,0,"AWS, Docker, Kubernetes",3
Bachelors,2017,New Delhi,3,27,Female,No,5,0,"Cybersecurity, Networking",2
Bachelors,2012,New Delhi,3,26,Male,No,4,0,"Machine Learning, Python",5
Bachelors,2013,Bangalore,3,28,Male,No,0,0,"DevOps, CI/CD, Linux",2
Bachelors,2012,Pune,3,28,Male,No,5,0,"Data Engineering, Spark",1
Bachelors,2015,Pune,2,26,Female,No,4,1,"Python, SQL, Data Analysis",3
Bachelors,2016,Bangalore,1,26,Male,No,4,0,"Java, Spring Boot, Microservices",1
Masters,2017,New Delhi,2,28,Female,Yes,2,1,"React, JavaScript, UI/UX",1
Masters,2017,New Delhi,2,25,Male,No,3,1,"AWS, Docker, Kubernetes",4
Bachelors,2017,Bangalore,3,24,Male,No,2,0,"Cybersecurity, Networking",2
Bachelors,2013,Bangalore,3,28,Male,No,0,0,"Machine Learning, Python",2
Bachelors,2014,Pune,3,27,Male,No,5,1,"DevOps, CI/CD, Linux",5
Bachelors,2016,Pune,2,26,Female,No,4,1,"Data Engineering, Spark",1
Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,"Python, SQL, Data Analysis",2
Bachelors,2012,Pune,3,28,Male,No,4,0,"Java, Spring Boot, Microservices",4
Bachelors,2013,Pune,2,26,Female,No,4,1,"React, JavaScript, UI/UX",2
Bachelors,2014,Bangalore,3,28,Female,No,3,0,"AWS, Docker, Kubernetes",4
Masters,2017,New Delhi,2,28,Female,No,2,0,"Cybersecurity, Networking",5
Bachelors,2012,New Delhi,1,27,Female,No,5,0,"Machine Learning, Python",2
Bachelors,2017,New Delhi,2,27,Male,No,5,0,"DevOps, CI/CD, Linux",2
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"Data Engineering, Spark",4
Bachelors,2013,Pune,3,27,Male,No,5,0,"Python, SQL, Data Analysis",1
Bachelors,2015,Bangalore,3,27,Female,No,5,0,"Java, Spring Boot, Microservices",2
Bachelors,2017,Bangalore,3,27,Male,No,5,0,"React, JavaScript, UI/UX",2
Masters,2012,New Delhi,3,24,Male,No,2,0,"AWS, Docker, Kubernetes",1
Bachelors,2013,New Delhi,2,25,Female,No,3,1,"Cybersecurity, Networking",4
Bachelors,2017,Bangalore,3,25,Male,No,3,0,"Machine Learning, Python",3
Bachelors,2018,Bangalore,3,25,Male,No,3,1,"DevOps, CI/CD, Linux",1
Masters,2013,Pune,3,25,Male,Yes,3,1,"Data Engineering, Spark",5
Bachelors,2013,Pune,3,24,Female,No,2,0,"Python, SQL, Data Analysis",5
Bachelors,2015,Pune,3,24,Female,No,2,1,"Java, Spring Boot, Microservices",1
Bachelors,2014,Bangalore,3,24,Male,No,2,0,"React, JavaScript, UI/UX",4
Masters,2012,New Delhi,3,26,Female,No,4,1,"AWS, Docker, Kubernetes",5
Bachelors,2015,Pune,3,25,Male,No,3,0,"Cybersecurity, Networking",2
Bachelors,2017,New Delhi,2,26,Female,No,4,0,"Machine Learning, Python",1
Bachelors,2013,Bangalore,3,28,Male,No,3,0,"DevOps, CI/CD, Linux",3
Bachelors,2016,Pune,2,28,Female,No,0,1,"Data Engineering, Spark",2
Bachelors,2012,New Delhi,3,24,Male,No,2,0,"Python, SQL, Data Analysis",4
Bachelors,2015,New Delhi,3,28,Male,No,1,0,"Java, Spring Boot, Microservices",4
Bachelors,2017,Bangalore,1,24,Male,No,2,0,"React, JavaScript, UI/UX",4
Masters,2017,Pune,2,28,Female,No,4,0,"AWS, Docker, Kubernetes",1
Bachelors,2017,Pune,3,24,Male,No,2,0,"Cybersecurity, Networking",4
Bachelors,2016,Bangalore,3,27,Female,No,5,0,"Machine Learning, Python",4
Bachelors,2015,Pune,3,28,Male,No,2,0,"DevOps, CI/CD, Linux",3
Bachelors,2016,Bangalore,3,28,Female,No,5,0,"Data Engineering, Spark",3
Bachelors,2018,Bangalore,3,25,Male,No,3,1,"Python, SQL, Data Analysis",5
Bachelors,2015,Bangalore,3,28,Female,No,5,0,"Java, Spring Boot, Microservices",4
Bachelors,2014,Bangalore,3,27,Male,No,5,1,"React, JavaScript, UI/UX",1
Bachelors,2013,Bangalore,3,26,Male,No,4,0,"AWS, Docker, Kubernetes",2
Bachelors,2015,Bangalore,1,24,Male,No,2,0,"Cybersecurity, Networking",4
Bachelors,2012,Bangalore,3,27,Female,No,5,0,"Machine Learning, Python",5
Bachelors,2012,Bangalore,3,25,Male,No,3,1,"DevOps, CI/CD, Linux",5
Bachelors,2015,Pune,3,28,Female,No,4,1,"Data Engineering, Spark",2
Masters,2017,Bangalore,2,24,Female,Yes,2,1,"Python, SQL, Data Analysis",3
Bachelors,2014,Bangalore,3,28,Male,No,2,0,"Java, Spring Boot, Microservices",3
Masters,2017,Pune,2,24,Female,No,2,1,"React, JavaScript, UI/UX",5
Bachelors,2014,New Delhi,3,26,Female,No,4,1,"AWS, Docker, Kubernetes",4
Bachelors,2015,Pune,2,28,Female,No,3,1,"Cybersecurity, Networking",3
Masters,2013,Pune,2,28,Male,No,5,1,"Machine Learning, Python",3
Bachelors,2013,New Delhi,1,28,Female,No,5,1,"DevOps, CI/CD, Linux",1
Bachelors,2015,Pune,2,26,Female,Yes,4,1,"Data Engineering, Spark",4
Masters,2015,New Delhi,3,28,Male,No,2,0,"Python, SQL, Data Analysis",5
Bachelors,2013,Bangalore,3,27,Male,No,5,0,"Java, Spring Boot, Microservices",2
Bachelors,2018,Bangalore,3,28,Male,No,2,1,"React, JavaScript, UI/UX",3
Bachelors,2012,Pune,3,28,Male,No,2,0,"AWS, Docker, Kubernetes",3
Bachelors,2014,Pune,3,27,Female,No,5,1,"Cybersecurity, Networking",1
Masters,2018,New Delhi,3,24,Male,No,2,1,"Machine Learning, Python",5
Bachelors,2018,Bangalore,3,25,Male,Yes,3,1,"DevOps, CI/CD, Linux",5
Bachelors,2017,New Delhi,2,25,Male,No,3,0,"Data Engineering, Spark",1
Bachelors,2014,Pune,3,24,Female,No,2,1,"Python, SQL, Data Analysis",5
Bachelors,2012,New Delhi,3,26,Female,No,4,0,"Java, Spring Boot, Microservices",5
Bachelors,2014,Pune,3,26,Male,No,4,0,"React, JavaScript, UI/UX",1
Bachelors,2014,Bangalore,3,28,Male,No,4,0,"AWS, Docker, Kubernetes",4
Bachelors,2018,Bangalore,3,26,Male,Yes,4,1,"Cybersecurity, Networking",2
Bachelors,2013,Pune,2,26,Male,No,4,0,"Machine Learning, Python",3
Bachelors,2013,Pune,2,25,Female,No,3,1,"DevOps, CI/CD, Linux",4
Bachelors,2018,Pune,3,25,Male,Yes,3,1,"Data Engineering, Spark",1
Bachelors,2013,Bangalore,3,25,Female,No,3,0,"Python, SQL, Data Analysis",2
Bachelors,2014,Bangalore,3,28,Male,No,4,0,"Java, Spring Boot, Microservices",3
Masters,2017,New Delhi,3,24,Female,No,2,0,"React, JavaScript, UI/UX",2
Masters,2017,Pune,2,27,Female,No,5,0,"AWS, Docker, Kubernetes",5
Bachelors,2012,Bangalore,3,24,Male,No,2,0,"Cybersecurity, Networking",1
Bachelors,2017,Pune,3,27,Female,No,5,1,"Machine Learning, Python",5
Masters,2017,New Delhi,2,28,Male,No,4,0,"DevOps, CI/CD, Linux",1
Bachelors,2017,New Delhi,2,25,Male,No,3,0,"Data Engineering, Spark",1
Bachelors,2017,Pune,3,25,Male,Yes,3,1,"Python, SQL, Data Analysis",5
Masters,2017,Pune,2,24,Female,No,2,1,"Java, Spring Boot, Microservices",4
Bachelors,2013,Pune,3,27,Male,Yes,5,1,"React, JavaScript, UI/UX",5
Bachelors,2016,Bangalore,3,26,Female,No,4,1,"AWS, Docker, Kubernetes",2
Bachelors,2015,Pune,2,27,Female,No,5,1,"Cybersecurity, Networking",1
Bachelors,2014,Bangalore,3,27,Male,No,5,1,"Machine Learning, Python",2
Bachelors,2012,Bangalore,3,26,Male,No,4,0,"DevOps, CI/CD, Linux",5
Bachelors,2016,Pune,2,27,Female,No,5,1,"Data Engineering, Spark",3
Masters,2017,Bangalore,2,28,Male,No,2,0,"Python, SQL, Data Analysis",4
Masters,2017,New Delhi,3,24,Female,No,2,1,"Java, Spring Boot, Microservices",2
Bachelors,2017,Pune,3,24,Male,No,2,0,"React, JavaScript, UI/UX",5
Bachelors,2018,Bangalore,3,24,Male,No,2,1,"AWS, Docker, Kubernetes",1
Masters,2017,New Delhi,2,28,Male,No,3,0,"Cybersecurity, Networking",5
Bachelors,2015,Bangalore,3,26,Female,Yes,4,0,"Machine Learning, Python",2
Bachelors,2018,Pune,3,26,Female,No,4,1,"DevOps, CI/CD, Linux",2
Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,"Data Engineering, Spark",3
Bachelors,2016,Bangalore,3,26,Male,No,4,0,"Python, SQL, Data Analysis",1
Masters,2018,Pune,3,28,Male,No,2,1,"Java, Spring Boot, Microservices",5
Bachelors,2016,Bangalore,3,26,Male,No,4,0,"React, JavaScript, UI/UX",2
Bachelors,2017,Bangalore,3,27,Male,No,5,0,"AWS, Docker, Kubernetes",4
Bachelors,2012,Bangalore,3,27,Female,No,5,0,"Cybersecurity, Networking",4
PHD,2016,New Delhi,3,27,Male,No,5,0,"Machine Learning, Python",4
Bachelors,2017,New Delhi,2,25,Male,No,3,0,"DevOps, CI/CD, Linux",2
Bachelors,2015,New Delhi,3,28,Female,No,2,0,"Data Engineering, Spark",3
Bachelors,2013,Pune,2,26,Female,No,4,1,"Python, SQL, Data Analysis",1
Bachelors,2017,Bangalore,3,27,Female,No,5,0,"Java, Spring Boot, Microservices",1
Bachelors,2015,Pune,2,24,Female,No,2,1,"React, JavaScript, UI/UX",4
Bachelors,2017,Bangalore,3,27,Female,No,5,0,"AWS, Docker, Kubernetes",1
Bachelors,2016,Bangalore,3,25,Male,No,3,1,"Cybersecurity, Networking",4
Bachelors,2018,Bangalore,3,26,Male,No,4,1,"Machine Learning, Python",1
Bachelors,2015,Bangalore,3,27,Male,No,5,0,"DevOps, CI/CD, Linux",4
Bachelors,2014,Pune,3,24,Male,No,2,0,"Data Engineering, Spark",3
Bachelors,2012,Bangalore,3,27,Male,No,5,0,"Python, SQL, Data Analysis",3
Bachelors,2013,Pune,3,27,Male,No,5,0,"Java, Spring Boot, Microservices",2
Bachelors,2015,Bangalore,1,25,Male,No,3,0,"React, JavaScript, UI/UX",3
Masters,2017,New Delhi,2,25,Female,No,3,0,"AWS, Docker, Kubernetes",5
PHD,2015,Pune,3,28,Male,No,0,0,"Cybersecurity, Networking",2
Bachelors,2015,Bangalore,3,28,Male,No,3,0,"Machine Learning, Python",1
Bachelors,2016,Bangalore,3,28,Male,No,5,0,"DevOps, CI/CD, Linux",1
PHD,2013,New Delhi,3,24,Male,No,2,0,"Data Engineering, Spark",1
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,"Python, SQL, Data Analysis",2
Bachelors,2015,Pune,2,26,Female,Yes,4,1,"Java, Spring Boot, Microservices",2
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,"React, JavaScript, UI/UX",3
Bachelors,2014,New Delhi,3,26,Male,No,4,0,"AWS, Docker, Kubernetes",3
Masters,2013,Bangalore,3,27,Male,No,5,1,"Cybersecurity, Networking",3
Bachelors,2016,Pune,3,24,Male,Yes,2,0,"Machine Learning, Python",4
Bachelors,2016,Bangalore,3,26,Male,No,4,0,"DevOps, CI/CD, Linux",3
Bachelors,2013,Pune,2,28,Female,No,2,1,"Data Engineering, Spark",5
Masters,2017,Bangalore,2,24,Male,No,2,1,"Python, SQL, Data Analysis",3
Masters,2017,New Delhi,2,24,Male,No,2,1,"Java, Spring Boot, Microservices",3
Masters,2015,Pune,2,24,Female,No,2,1,"React, JavaScript, UI/UX",2
Bachelors,2014,Pune,3,26,Male,No,4,0,"AWS, Docker, Kubernetes",2
Bachelors,2016,Pune,2,27,Female,No,5,1,"Cybersecurity, Networking",5
Bachelors,2017,Bangalore,3,25,Male,No,3,0,"Machine Learning, Python",3
Masters,2017,New Delhi,2,26,Female,No,4,0,"DevOps, CI/CD, Linux",1
Bachelors,2016,Bangalore,1,25,Female,No,3,0,"Data Engineering, Spark",3
PHD,2014,Bangalore,1,25,Female,No,3,0,"Python, SQL, Data Analysis",4
Bachelors,2013,Bangalore,3,25,Female,No,3,0,"Java, Spring Boot, Microservices",2
Bachelors,2014,New Delhi,3,24,Male,No,2,0,"React, JavaScript, UI/UX",5
Bachelors,2015,Pune,2,28,Female,Yes,2,1,"AWS, Docker, Kubernetes",4
Bachelors,2014,New Delhi,3,28,Male,No,5,0,"Cybersecurity, Networking",4
Bachelors,2015,Bangalore,3,26,Male,No,4,0,"Machine Learning, Python",4
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"DevOps, CI/CD, Linux",4
Bachelors,2018,Pune,3,26,Male,No,4,1,"Data Engineering, Spark",1
Masters,2015,Pune,2,28,Female,No,2,0,"Python, SQL, Data Analysis",2
Masters,2013,New Delhi,3,28,Male,No,2,1,"Java, Spring Boot, Microservices",2
Bachelors,2014,Bangalore,3,25,Male,No,3,0,"React, JavaScript, UI/UX",1
Masters,2015,New Delhi,2,26,Female,No,4,0,"AWS, Docker, Kubernetes",4
Bachelors,2016,New Delhi,3,27,Male,No,5,0,"Cybersecurity, Networking",4
Bachelors,2014,Bangalore,3,24,Female,No,2,0,"Machine Learning, Python",3
Masters,2017,Pune,3,24,Female,No,2,0,"DevOps, CI/CD, Linux",3
